file,speaker,task
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_r(f)_16kHz.wav,P_2002_M_28,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_r(i)_16kHz.wav,P_2002_M_28,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_str_16kHz.wav,P_2002_M_28,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_con_16kHz.wav,P_2002_M_29,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_m(f)_16kHz.wav,P_2002_M_29,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_m(i)_16kHz.wav,P_2002_M_29,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_pic_16kHz.wav,P_2002_M_29,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_r(f)_16kHz.wav,P_2002_M_29,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_r(i)_16kHz.wav,P_2002_M_29,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_str_16kHz.wav,P_2002_M_29,str
